prd.mystore.in
🔍 Finding orders to send on_status...
📅 From date: 2025-05-01
📦 Found 129 order(s) to process.

+-----+--------------------------+----------+------------------+-----------+--------------------+
| #   | ONDC Order ID            | Order ID | Created At       | Status    | Fulfillment Status |
| 24  | 2025-12-06-001008 | 2219     | 2025-12-06 23:48 | completed | Order-delivered    |
| 25  | 2025-12-06-000978 | 2218     | 2025-12-06 22:55 | completed | Order-delivered    |
| 26  | 2025-12-06-000929 | 2217     | 2025-12-06 22:10 | completed | Order-delivered    |
| 27  | 2025-12-06-000819 | 2215     | 2025-12-06 20:53 | completed | Order-delivered    |
| 28  | 2025-12-06-000733 | 2214     | 2025-12-06 20:06 | completed | Order-delivered    |
| 29  | 2025-12-06-000669 | 2212     | 2025-12-06 19:26 | completed | Order-delivered    |
| 30  | 2025-12-06-000601 | 2211     | 2025-12-06 18:39 | completed | Order-delivered    |
| 31  | 2025-12-06-000463 | 2210     | 2025-12-06 17:00 | completed | Order-delivered    |
| 32  | 2025-12-06-000456 | 2209     | 2025-12-06 16:55 | completed | Order-delivered    |
| 33  | 2025-12-06-000455 | 2208     | 2025-12-06 16:54 | completed | Order-delivered    |
| 34  | 2025-12-06-000056 | 2204     | 2025-12-06 11:24 | completed | Order-delivered    |
| 35  | 2025-12-06-000012 | 2202     | 2025-12-06 09:08 | completed | Order-delivered    |
| 36  | 2025-12-06-000010 | 2201     | 2025-12-06 08:48 | completed | Order-delivered    |
| 37  | 2025-12-05-000671 | 2200     | 2025-12-06 00:16 | completed | Order-delivered    |
| 38  | 2025-12-05-000625 | 2199     | 2025-12-05 22:03 | completed | Order-delivered    |
| 39  | 2025-12-05-000579 | 2198     | 2025-12-05 21:07 | completed | Order-delivered    |
| 40  | 2025-12-05-000530 | 2197     | 2025-12-05 19:42 | completed | Order-delivered    |
| 41  | 2025-12-05-000501 | 2196     | 2025-12-05 18:45 | completed | Order-delivered    |
| 42  | 2025-12-05-000458 | 2195     | 2025-12-05 18:01 | completed | Order-delivered    |
| 43  | 2025-12-05-000424 | 2193     | 2025-12-05 17:09 | completed | Order-delivered    |
| 44  | 2025-12-05-000302 | 2191     | 2025-12-05 15:28 | completed | Order-delivered    |
| 45  | 2025-12-05-000296 | 2190     | 2025-12-05 15:20 | completed | Order-delivered    |
| 46  | 2025-12-05-000209 | 2188     | 2025-12-05 13:55 | completed | Order-delivered    |
| 47  | 2025-12-05-000121 | 2187     | 2025-12-05 12:52 | completed | Order-delivered    |
| 48  | 2025-12-05-000087 | 2186     | 2025-12-05 12:32 | completed | Order-delivered    |
| 49  | 2025-12-05-000081 | 2185     | 2025-12-05 12:27 | completed | Order-delivered    |
| 50  | 2025-12-05-000043 | 2184     | 2025-12-05 11:47 | completed | Order-delivered    |
| 51  | 2025-12-05-000032 | 2183     | 2025-12-05 11:28 | completed | Order-delivered    |
| 52  | 2025-12-05-000002 | 2181     | 2025-12-05 08:24 | completed | Order-delivered    |
| 53  | 2025-12-04-000868 | 2180     | 2025-12-05 04:12 | completed | Order-delivered    |
| 54  | 2025-12-04-000859 | 2179     | 2025-12-05 02:18 | completed | Order-delivered    |
| 55  | 2025-12-04-000850 | 2178     | 2025-12-05 01:07 | completed | Order-delivered    |
| 56  | 2025-12-04-000796 | 2177     | 2025-12-04 22:41 | completed | Order-delivered    |
| 57  | 2025-12-04-000738 | 2176     | 2025-12-04 21:36 | completed | Order-delivered    |
| 58  | 2025-12-04-000664 | 2175     | 2025-12-04 20:43 | completed | Order-delivered    |
| 59  | 2025-12-04-000545 | 2173     | 2025-12-04 19:09 | completed | Order-delivered    |
| 60  | 2025-12-04-000531 | 2172     | 2025-12-04 18:56 | completed | Order-delivered    |
| 61  | 2025-12-04-000412 | 2170     | 2025-12-04 17:00 | completed | Order-delivered    |
| 62  | 2025-12-04-000374 | 2169     | 2025-12-04 16:19 | completed | Order-delivered    |
| 63  | 2025-12-04-000280 | 2168     | 2025-12-04 14:46 | completed | Order-delivered    |
| 64  | 2025-12-04-000209 | 2166     | 2025-12-04 13:42 | completed | Order-delivered    |
| 65  | 2025-12-04-000128 | 2164     | 2025-12-04 12:42 | completed | Order-delivered    |
| 66  | 2025-12-04-000126 | 2163     | 2025-12-04 12:41 | completed | Order-delivered    |
| 67  | 2025-12-04-000081 | 2162     | 2025-12-04 12:12 | completed | Order-delivered    |
| 68  | 2025-12-04-000080 | 2161     | 2025-12-04 12:12 | completed | Order-delivered    |
| 69  | 2025-12-04-000071 | 2160     | 2025-12-04 11:58 | completed | Order-delivered    |
| 70  | 2025-12-04-000070 | 2159     | 2025-12-04 11:56 | completed | Order-delivered    |
| 71  | 2025-12-04-000059 | 2158     | 2025-12-04 11:45 | completed | Order-delivered    |
| 72  | 2025-12-04-000043 | 2157     | 2025-12-04 11:14 | completed | Order-delivered    |
| 73  | 2025-12-04-000034 | 2156     | 2025-12-04 11:04 | completed | Order-delivered    |
| 74  | 2025-12-03-000868 | 2149     | 2025-12-04 00:21 | completed | Order-delivered    |
| 75  | 2025-12-03-000859 | 2148     | 2025-12-03 23:53 | completed | Order-delivered    |
| 76  | 2025-12-03-000834 | 2147     | 2025-12-03 23:08 | completed | Order-delivered    |
| 77  | 2025-12-03-000819 | 2146     | 2025-12-03 22:47 | completed | Order-delivered    |
| 78  | 2025-12-03-000789 | 2145     | 2025-12-03 22:23 | completed | Order-delivered    |
| 79  | 2025-12-03-000756 | 2144     | 2025-12-03 21:39 | completed | Order-delivered    |
| 80  | 2025-12-03-000717 | 2143     | 2025-12-03 21:10 | completed | Order-delivered    |
| 81  | 2025-12-03-000695 | 2142     | 2025-12-03 20:52 | completed | Order-delivered    |
| 82  | 2025-12-03-000692 | 2141     | 2025-12-03 20:51 | completed | Order-delivered    |
| 83  | 2025-12-03-000690 | 2140     | 2025-12-03 20:50 | completed | Order-delivered    |
| 84  | 2025-12-03-000688 | 2139     | 2025-12-03 20:48 | completed | Order-delivered    |
| 85  | 2025-12-03-000639 | 2138     | 2025-12-03 20:22 | completed | Order-delivered    |
| 86  | 2025-12-03-000622 | 2137     | 2025-12-03 20:14 | completed | Order-delivered    |
| 87  | 2025-12-03-000556 | 2136     | 2025-12-03 19:12 | completed | Order-delivered    |
| 88  | 2025-12-03-000535 | 2135     | 2025-12-03 18:48 | completed | Order-delivered    |
| 89  | 2025-12-03-000489 | 2132     | 2025-12-03 18:02 | completed | Order-delivered    |
| 90  | 2025-12-03-000452 | 2131     | 2025-12-03 17:30 | completed | Order-delivered    |
| 91  | 2025-12-03-000434 | 2130     | 2025-12-03 17:15 | completed | Order-delivered    |
| 92  | 2025-12-03-000432 | 2129     | 2025-12-03 17:14 | completed | Order-delivered    |
| 93  | 2025-12-03-000424 | 2128     | 2025-12-03 17:08 | completed | Order-delivered    |
| 94  | 2025-12-03-000420 | 2127     | 2025-12-03 17:06 | completed | Order-delivered    |
| 95  | 2025-12-03-000419 | 2126     | 2025-12-03 17:05 | completed | Order-delivered    |
| 96  | 2025-12-03-000416 | 2125     | 2025-12-03 17:01 | completed | Order-delivered    |
| 97  | 2025-12-03-000412 | 2124     | 2025-12-03 16:58 | completed | Order-delivered    |
| 98  | 2025-12-03-000410 | 2123     | 2025-12-03 16:56 | completed | Order-delivered    |
| 99  | 2025-12-03-000409 | 2122     | 2025-12-03 16:55 | completed | Order-delivered    |
| 100 | 2025-12-03-000400 | 2121     | 2025-12-03 16:49 | completed | Order-delivered    |
| 101 | 2025-12-03-000397 | 2120     | 2025-12-03 16:47 | completed | Order-delivered    |
| 102 | 2025-12-03-000191 | 2118     | 2025-12-03 13:08 | completed | Order-delivered    |
| 103 | 2025-12-03-000025 | 2117     | 2025-12-03 10:26 | completed | Order-delivered    |
| 104 | 2025-12-02-001082 | 2116     | 2025-12-02 23:15 | completed | Order-delivered    |
| 105 | 2025-12-02-001010 | 2115     | 2025-12-02 21:38 | completed | Order-delivered    |
| 106 | 2025-12-02-000925 | 2114     | 2025-12-02 20:18 | completed | Order-delivered    |
| 107 | 2025-12-02-000848 | 2112     | 2025-12-02 19:18 | completed | Order-delivered    |
| 108 | 2025-12-02-000846 | 2111     | 2025-12-02 19:18 | completed | Order-delivered    |
| 109 | 2025-12-02-000803 | 2110     | 2025-12-02 18:40 | completed | Order-delivered    |
| 110 | 2025-12-02-000775 | 2109     | 2025-12-02 18:15 | completed | Order-delivered    |
| 111 | 2025-12-02-000754 | 2108     | 2025-12-02 17:43 | completed | Order-delivered    |
| 112 | 2025-12-02-000740 | 2107     | 2025-12-02 17:35 | completed | Order-delivered    |
| 113 | 2025-12-02-000727 | 2106     | 2025-12-02 17:24 | completed | Order-delivered    |
| 114 | 2025-12-02-000726 | 2105     | 2025-12-02 17:24 | completed | Order-delivered    |
| 115 | 2025-12-02-000704 | 2104     | 2025-12-02 17:05 | completed | Order-delivered    |
| 116 | 2025-12-02-000695 | 2103     | 2025-12-02 16:55 | completed | Order-delivered    |
| 117 | 2025-12-02-000691 | 2102     | 2025-12-02 16:54 | completed | Order-delivered    |
| 118 | 2025-12-02-000677 | 2100     | 2025-12-02 16:37 | completed | Order-delivered    |
| 119 | 2025-12-02-000675 | 2099     | 2025-12-02 16:34 | completed | Order-delivered    |
| 120 | 2025-12-02-000670 | 2098     | 2025-12-02 16:31 | completed | Order-delivered    |
| 121 | 2025-12-02-000667 | 2097     | 2025-12-02 16:29 | completed | Order-delivered    |
| 122 | 2025-12-02-000666 | 2096     | 2025-12-02 16:28 | completed | Order-delivered    |
| 123 | 2025-12-02-000665 | 2095     | 2025-12-02 16:26 | completed | Order-delivered    |
| 124 | 2025-12-02-000664 | 2094     | 2025-12-02 16:25 | completed | Order-delivered    |
| 125 | 2025-12-02-000662 | 2093     | 2025-12-02 16:25 | completed | Order-delivered    |
| 126 | 2025-12-02-000661 | 2092     | 2025-12-02 16:24 | completed | Order-delivered    |
| 127 | 2025-12-02-000660 | 2091     | 2025-12-02 16:21 | completed | Order-delivered    |
| 128 | 2025-12-02-000659 | 2090     | 2025-12-02 16:20 | completed | Order-delivered    |
| 129 | 2025-12-02-000621 | 2089     | 2025-12-02 15:29 | completed | Order-delivered    |
| 130 | 2025-12-02-000170 | 2087     | 2025-12-02 10:31 | completed | Order-delivered    |
| 131 | 2025-12-01-002233 | 2085     | 2025-12-01 22:06 | completed | Order-delivered    |
| 132 | 2025-12-01-002227 | 2084     | 2025-12-01 22:04 | completed | Order-delivered    |
| 133 | 2025-12-01-002219 | 2083     | 2025-12-01 22:00 | completed | Order-delivered    |
| 134 | 2025-12-01-002198 | 2082     | 2025-12-01 21:52 | completed | Order-delivered    |
| 135 | 2025-12-01-002175 | 2081     | 2025-12-01 21:40 | completed | Order-delivered    |
| 136 | 2025-12-01-002134 | 2080     | 2025-12-01 21:20 | completed | Order-delivered    |
| 137 | 2025-12-01-002045 | 2079     | 2025-12-01 20:45 | completed | Order-delivered    |
| 138 | 2025-12-01-001901 | 2078     | 2025-12-01 19:53 | completed | Order-delivered    |
